single,0.01,8223
single,0.02,19495
single,0.03,30769.00
single,0.04,42711
single,0.08,53980
single,0.093,275738
single,0.103,330884
single,0.113,551473
single,0.123,1000000
single,0.133,1000000000
married-jointly,0.01,16446
married-jointly,0.02,38990
married-jointly,0.03,61538
married-jointly,0.04,85422
married-jointly,0.08,107960
married-jointly,0.093,551476
married-jointly,0.103,661768
married-jointly,0.113,1000000
married-jointly,0.123,1074996
married-jointly,0.133,1000000000
